well	strain	drug	dose_um	runtime	measure
C05	opi3∆	6772625 (2)	1.5	41152	0.3922
C05	opi3∆	6772625 (2)	1.5	42026	0.4095
C05	opi3∆	6772625 (2)	1.5	42901	0.4245
C05	opi3∆	6772625 (2)	1.5	43775	0.4433
C05	opi3∆	6772625 (2)	1.5	44650	0.4654
C05	opi3∆	6772625 (2)	1.5	45524	0.4821
C05	opi3∆	6772625 (2)	1.5	46399	0.5074
C05	opi3∆	6772625 (2)	1.5	47273	0.5225
C05	opi3∆	6772625 (2)	1.5	48148	0.5468
C05	opi3∆	6772625 (2)	1.5	49022	0.559
C05	opi3∆	6772625 (2)	1.5	49896	0.5846
C05	opi3∆	6772625 (2)	1.5	50770	0.5977
C05	opi3∆	6772625 (2)	1.5	51645	0.6253
C05	opi3∆	6772625 (2)	1.5	52519	0.6386
C05	opi3∆	6772625 (2)	1.5	53393	0.6601
C05	opi3∆	6772625 (2)	1.5	54268	0.6826
C05	opi3∆	6772625 (2)	1.5	55143	0.6948
C05	opi3∆	6772625 (2)	1.5	56017	0.7125
C05	opi3∆	6772625 (2)	1.5	56891	0.7328
C05	opi3∆	6772625 (2)	1.5	57766	0.7487
C05	opi3∆	6772625 (2)	1.5	58640	0.764
C05	opi3∆	6772625 (2)	1.5	59515	0.7731
C05	opi3∆	6772625 (2)	1.5	60389	0.7751
C05	opi3∆	6772625 (2)	1.5	61264	0.7725
C05	opi3∆	6772625 (2)	1.5	62138	0.7705
C05	opi3∆	6772625 (2)	1.5	63013	0.7598
C05	opi3∆	6772625 (2)	1.5	65075	0.7522
C05	opi3∆	6772625 (2)	1.5	65950	0.7486
C05	opi3∆	6772625 (2)	1.5	66824	0.753
C05	opi3∆	6772625 (2)	1.5	67698	0.7535
C05	opi3∆	6772625 (2)	1.5	68573	0.7493
C05	opi3∆	6772625 (2)	1.5	69447	0.7502
C05	opi3∆	6772625 (2)	1.5	70322	0.75
C05	opi3∆	6772625 (2)	1.5	71196	0.7495
C05	opi3∆	6772625 (2)	1.5	72070	0.7483
C05	opi3∆	6772625 (2)	1.5	72945	0.7496
C05	opi3∆	6772625 (2)	1.5	73819	0.7493
C05	opi3∆	6772625 (2)	1.5	74695	0.7445
C05	opi3∆	6772625 (2)	1.5	75570	0.7486
C05	opi3∆	6772625 (2)	1.5	76444	0.7472
C05	opi3∆	6772625 (2)	1.5	77319	0.7422
C05	opi3∆	6772625 (2)	1.5	78193	0.7504
C05	opi3∆	6772625 (2)	1.5	79068	0.7469
C05	opi3∆	6772625 (2)	1.5	79943	0.7415
C05	opi3∆	6772625 (2)	1.5	80818	0.7527
C05	opi3∆	6772625 (2)	1.5	82096	0.7465
C05	opi3∆	6772625 (2)	1.5	82970	0.7484
C05	opi3∆	6772625 (2)	1.5	83845	0.7459
C06	opi3∆	6772625 (2)	1.5	926	0.0832
C06	opi3∆	6772625 (2)	1.5	1802	0.0989
C06	opi3∆	6772625 (2)	1.5	2678	0.101
C06	opi3∆	6772625 (2)	1.5	3552	0.1068
C06	opi3∆	6772625 (2)	1.5	4427	0.10780000000000001
C06	opi3∆	6772625 (2)	1.5	5301	0.1121
C06	opi3∆	6772625 (2)	1.5	6176	0.1208
C06	opi3∆	6772625 (2)	1.5	7050	0.1127
C06	opi3∆	6772625 (2)	1.5	7924	0.1126
C06	opi3∆	6772625 (2)	1.5	8799	0.1019
C06	opi3∆	6772625 (2)	1.5	9673	0.115
C06	opi3∆	6772625 (2)	1.5	10548	0.1064
C06	opi3∆	6772625 (2)	1.5	11422	0.1278
C06	opi3∆	6772625 (2)	1.5	12297	0.1318
C06	opi3∆	6772625 (2)	1.5	13171	0.1318
C06	opi3∆	6772625 (2)	1.5	14046	0.1403
C06	opi3∆	6772625 (2)	1.5	14920	0.1211
C06	opi3∆	6772625 (2)	1.5	15794	0.1284
C06	opi3∆	6772625 (2)	1.5	16669	0.1328
C06	opi3∆	6772625 (2)	1.5	17543	0.1457
C06	opi3∆	6772625 (2)	1.5	18417	0.1554
C06	opi3∆	6772625 (2)	1.5	19292	0.1565
C06	opi3∆	6772625 (2)	1.5	20166	0.1392
C06	opi3∆	6772625 (2)	1.5	21041	0.1753
C06	opi3∆	6772625 (2)	1.5	21915	0.1555
C06	opi3∆	6772625 (2)	1.5	22789	0.1858
C06	opi3∆	6772625 (2)	1.5	23663	0.1788
C06	opi3∆	6772625 (2)	1.5	24538	0.1547
C06	opi3∆	6772625 (2)	1.5	25412	0.1576
C06	opi3∆	6772625 (2)	1.5	26286	0.1627
C06	opi3∆	6772625 (2)	1.5	27161	0.1761
C06	opi3∆	6772625 (2)	1.5	28036	0.1808
C06	opi3∆	6772625 (2)	1.5	28910	0.1917
C06	opi3∆	6772625 (2)	1.5	29785	0.2002
C06	opi3∆	6772625 (2)	1.5	30659	0.2131
C06	opi3∆	6772625 (2)	1.5	31534	0.2284
C06	opi3∆	6772625 (2)	1.5	32408	0.2401
C06	opi3∆	6772625 (2)	1.5	33282	0.2483
C06	opi3∆	6772625 (2)	1.5	34157	0.2635
C06	opi3∆	6772625 (2)	1.5	35031	0.2809
C06	opi3∆	6772625 (2)	1.5	35905	0.2927
C06	opi3∆	6772625 (2)	1.5	36780	0.3138
C06	opi3∆	6772625 (2)	1.5	37655	0.3266
C06	opi3∆	6772625 (2)	1.5	38529	0.3455
C06	opi3∆	6772625 (2)	1.5	39403	0.3578
C06	opi3∆	6772625 (2)	1.5	40278	0.3775
C06	opi3∆	6772625 (2)	1.5	41152	0.4013
C06	opi3∆	6772625 (2)	1.5	42026	0.4176
C06	opi3∆	6772625 (2)	1.5	42901	0.4381
C06	opi3∆	6772625 (2)	1.5	43775	0.4587
C06	opi3∆	6772625 (2)	1.5	44650	0.48
C06	opi3∆	6772625 (2)	1.5	45524	0.4981
C06	opi3∆	6772625 (2)	1.5	46399	0.5262
C06	opi3∆	6772625 (2)	1.5	47273	0.5438
C06	opi3∆	6772625 (2)	1.5	48148	0.5637
C06	opi3∆	6772625 (2)	1.5	49022	0.5826
C06	opi3∆	6772625 (2)	1.5	49896	0.6051
C06	opi3∆	6772625 (2)	1.5	50770	0.6238
C06	opi3∆	6772625 (2)	1.5	51645	0.6468
C06	opi3∆	6772625 (2)	1.5	52519	0.6594
C06	opi3∆	6772625 (2)	1.5	53393	0.6793
C06	opi3∆	6772625 (2)	1.5	54268	0.7063
C06	opi3∆	6772625 (2)	1.5	55143	0.7196
C06	opi3∆	6772625 (2)	1.5	56017	0.7353
C06	opi3∆	6772625 (2)	1.5	56891	0.7607
C06	opi3∆	6772625 (2)	1.5	57766	0.7734
C06	opi3∆	6772625 (2)	1.5	58640	0.7908
C06	opi3∆	6772625 (2)	1.5	59515	0.7953
C06	opi3∆	6772625 (2)	1.5	60389	0.794
C06	opi3∆	6772625 (2)	1.5	61264	0.7923
C06	opi3∆	6772625 (2)	1.5	62138	0.7868
C06	opi3∆	6772625 (2)	1.5	63013	0.7762
C06	opi3∆	6772625 (2)	1.5	65075	0.7754
C06	opi3∆	6772625 (2)	1.5	65950	0.7762
C06	opi3∆	6772625 (2)	1.5	66824	0.7745
C06	opi3∆	6772625 (2)	1.5	67698	0.7726
C06	opi3∆	6772625 (2)	1.5	68573	0.7714
C06	opi3∆	6772625 (2)	1.5	69447	0.7741
C06	opi3∆	6772625 (2)	1.5	70322	0.7738
C06	opi3∆	6772625 (2)	1.5	71196	0.771
C06	opi3∆	6772625 (2)	1.5	72070	0.7672
C06	opi3∆	6772625 (2)	1.5	72945	0.773
C06	opi3∆	6772625 (2)	1.5	73819	0.7716
C06	opi3∆	6772625 (2)	1.5	74695	0.7632
C06	opi3∆	6772625 (2)	1.5	75570	0.7676
C06	opi3∆	6772625 (2)	1.5	76444	0.7698
C06	opi3∆	6772625 (2)	1.5	77319	0.7695
C06	opi3∆	6772625 (2)	1.5	78193	0.7676
C06	opi3∆	6772625 (2)	1.5	79068	0.7722
C06	opi3∆	6772625 (2)	1.5	79943	0.764
C06	opi3∆	6772625 (2)	1.5	80818	0.7731
C06	opi3∆	6772625 (2)	1.5	82096	0.7685
C06	opi3∆	6772625 (2)	1.5	82970	0.7715
C06	opi3∆	6772625 (2)	1.5	83845	0.765
C07	wt	5673113 (1)	1.5	926	0.1008
C07	wt	5673113 (1)	1.5	1802	0.1119
C07	wt	5673113 (1)	1.5	2678	0.1006
C07	wt	5673113 (1)	1.5	3552	0.12
C07	wt	5673113 (1)	1.5	4427	0.119
C07	wt	5673113 (1)	1.5	5301	0.1241
C07	wt	5673113 (1)	1.5	6176	0.1295
C07	wt	5673113 (1)	1.5	7050	0.1167
C07	wt	5673113 (1)	1.5	7924	0.134
C07	wt	5673113 (1)	1.5	8799	0.1088
C07	wt	5673113 (1)	1.5	9673	0.1301
C07	wt	5673113 (1)	1.5	10548	0.1226
C07	wt	5673113 (1)	1.5	11422	0.1375
C07	wt	5673113 (1)	1.5	12297	0.1412
C07	wt	5673113 (1)	1.5	13171	0.1374
C07	wt	5673113 (1)	1.5	14046	0.1284
C07	wt	5673113 (1)	1.5	14920	0.1373
C07	wt	5673113 (1)	1.5	15794	0.1475
C07	wt	5673113 (1)	1.5	16669	0.1671
C07	wt	5673113 (1)	1.5	17543	0.1577
C07	wt	5673113 (1)	1.5	18417	0.1383
C07	wt	5673113 (1)	1.5	19292	0.1791
C07	wt	5673113 (1)	1.5	20166	0.1697
C07	wt	5673113 (1)	1.5	21041	0.1776
C07	wt	5673113 (1)	1.5	21915	0.1562
C07	wt	5673113 (1)	1.5	22789	0.1638
C07	wt	5673113 (1)	1.5	23663	0.1718
C07	wt	5673113 (1)	1.5	24538	0.1816
C07	wt	5673113 (1)	1.5	25412	0.195
C07	wt	5673113 (1)	1.5	26286	0.2047
C07	wt	5673113 (1)	1.5	27161	0.2187
C07	wt	5673113 (1)	1.5	28036	0.2322
C07	wt	5673113 (1)	1.5	28910	0.2471
C07	wt	5673113 (1)	1.5	29785	0.2614
C07	wt	5673113 (1)	1.5	30659	0.2823
C07	wt	5673113 (1)	1.5	31534	0.301
C07	wt	5673113 (1)	1.5	32408	0.3194
C07	wt	5673113 (1)	1.5	33282	0.3404
C07	wt	5673113 (1)	1.5	34157	0.3674
C07	wt	5673113 (1)	1.5	35031	0.3876
C07	wt	5673113 (1)	1.5	35905	0.4125
C07	wt	5673113 (1)	1.5	36780	0.4425
C07	wt	5673113 (1)	1.5	37655	0.4631
C07	wt	5673113 (1)	1.5	38529	0.4967
C07	wt	5673113 (1)	1.5	39403	0.5179
C07	wt	5673113 (1)	1.5	40278	0.5484
C07	wt	5673113 (1)	1.5	41152	0.575
C07	wt	5673113 (1)	1.5	42026	0.5969
C07	wt	5673113 (1)	1.5	42901	0.6341
C07	wt	5673113 (1)	1.5	43775	0.6624
C07	wt	5673113 (1)	1.5	44650	0.6907
C07	wt	5673113 (1)	1.5	45524	0.7212
C07	wt	5673113 (1)	1.5	46399	0.7465
C07	wt	5673113 (1)	1.5	47273	0.7716
C07	wt	5673113 (1)	1.5	48148	0.793
C07	wt	5673113 (1)	1.5	49022	0.8145
C07	wt	5673113 (1)	1.5	49896	0.8239
C07	wt	5673113 (1)	1.5	50770	0.8215
C07	wt	5673113 (1)	1.5	51645	0.8182
C07	wt	5673113 (1)	1.5	52519	0.8222
C07	wt	5673113 (1)	1.5	53393	0.8168
C07	wt	5673113 (1)	1.5	54268	0.819
C07	wt	5673113 (1)	1.5	55143	0.8218
C07	wt	5673113 (1)	1.5	56017	0.8214
C07	wt	5673113 (1)	1.5	56891	0.8203
C07	wt	5673113 (1)	1.5	57766	0.8239
C07	wt	5673113 (1)	1.5	58640	0.8284
C07	wt	5673113 (1)	1.5	59515	0.8249
C07	wt	5673113 (1)	1.5	60389	0.8235
C07	wt	5673113 (1)	1.5	61264	0.8295
C07	wt	5673113 (1)	1.5	62138	0.825
C07	wt	5673113 (1)	1.5	63013	0.8267
C07	wt	5673113 (1)	1.5	65075	0.8324
C07	wt	5673113 (1)	1.5	65950	0.8309
C07	wt	5673113 (1)	1.5	66824	0.8315
C07	wt	5673113 (1)	1.5	67698	0.8311
C07	wt	5673113 (1)	1.5	68573	0.8332
C07	wt	5673113 (1)	1.5	69447	0.8324
C07	wt	5673113 (1)	1.5	70322	0.8351
C07	wt	5673113 (1)	1.5	71196	0.8359
C07	wt	5673113 (1)	1.5	72070	0.8341
C07	wt	5673113 (1)	1.5	72945	0.8375
C07	wt	5673113 (1)	1.5	73819	0.8372
C07	wt	5673113 (1)	1.5	74695	0.8355
C07	wt	5673113 (1)	1.5	75570	0.8353
C07	wt	5673113 (1)	1.5	76444	0.8404
C07	wt	5673113 (1)	1.5	77319	0.8376
C07	wt	5673113 (1)	1.5	78193	0.8411
C07	wt	5673113 (1)	1.5	79068	0.84
C07	wt	5673113 (1)	1.5	79943	0.8381
C07	wt	5673113 (1)	1.5	80818	0.8429
C07	wt	5673113 (1)	1.5	82096	0.8423
C07	wt	5673113 (1)	1.5	82970	0.8423
C07	wt	5673113 (1)	1.5	83845	0.84
C08	wt	5673113 (1)	1.5	926	0.0895
C08	wt	5673113 (1)	1.5	1802	0.0983
C08	wt	5673113 (1)	1.5	2678	0.093
C08	wt	5673113 (1)	1.5	3552	0.1054
C08	wt	5673113 (1)	1.5	4427	0.1061
C08	wt	5673113 (1)	1.5	5301	0.1184
C08	wt	5673113 (1)	1.5	6176	0.12
C08	wt	5673113 (1)	1.5	7050	0.1032
C08	wt	5673113 (1)	1.5	7924	0.1155
C08	wt	5673113 (1)	1.5	8799	0.1108
C08	wt	5673113 (1)	1.5	9673	0.1294
C08	wt	5673113 (1)	1.5	10548	0.124
C08	wt	5673113 (1)	1.5	11422	0.1321
C08	wt	5673113 (1)	1.5	12297	0.132
C08	wt	5673113 (1)	1.5	13171	0.1223
C08	wt	5673113 (1)	1.5	14046	0.1201
C08	wt	5673113 (1)	1.5	14920	0.136
C08	wt	5673113 (1)	1.5	15794	0.1481
C08	wt	5673113 (1)	1.5	16669	0.1724
C08	wt	5673113 (1)	1.5	17543	0.1594
C08	wt	5673113 (1)	1.5	18417	0.1409
C08	wt	5673113 (1)	1.5	19292	0.1863
C08	wt	5673113 (1)	1.5	20166	0.1809
C08	wt	5673113 (1)	1.5	21041	0.1636
C08	wt	5673113 (1)	1.5	21915	0.1736
C08	wt	5673113 (1)	1.5	22789	0.1847
C08	wt	5673113 (1)	1.5	23663	0.1988
C08	wt	5673113 (1)	1.5	24538	0.2102
C08	wt	5673113 (1)	1.5	25412	0.2279
C08	wt	5673113 (1)	1.5	26286	0.2403
C08	wt	5673113 (1)	1.5	27161	0.2571
C08	wt	5673113 (1)	1.5	28036	0.2775
C08	wt	5673113 (1)	1.5	28910	0.2978
C08	wt	5673113 (1)	1.5	29785	0.3182
C08	wt	5673113 (1)	1.5	30659	0.3434
C08	wt	5673113 (1)	1.5	31534	0.3686
C08	wt	5673113 (1)	1.5	32408	0.3923
C08	wt	5673113 (1)	1.5	33282	0.4232
C08	wt	5673113 (1)	1.5	34157	0.4548
C08	wt	5673113 (1)	1.5	35031	0.4849
C08	wt	5673113 (1)	1.5	35905	0.5151
C08	wt	5673113 (1)	1.5	36780	0.545
C08	wt	5673113 (1)	1.5	37655	0.5771
C08	wt	5673113 (1)	1.5	38529	0.6133
C08	wt	5673113 (1)	1.5	39403	0.642
C08	wt	5673113 (1)	1.5	40278	0.679
C08	wt	5673113 (1)	1.5	41152	0.7124
C08	wt	5673113 (1)	1.5	42026	0.7393
C08	wt	5673113 (1)	1.5	42901	0.7741
C08	wt	5673113 (1)	1.5	43775	0.8045
C08	wt	5673113 (1)	1.5	44650	0.8343
C08	wt	5673113 (1)	1.5	45524	0.8632
C08	wt	5673113 (1)	1.5	46399	0.9004
C08	wt	5673113 (1)	1.5	47273	0.9104
C08	wt	5673113 (1)	1.5	48148	0.9377
C08	wt	5673113 (1)	1.5	49022	0.9285
C08	wt	5673113 (1)	1.5	49896	0.9303
C08	wt	5673113 (1)	1.5	50770	0.9297
C08	wt	5673113 (1)	1.5	51645	0.9316
C08	wt	5673113 (1)	1.5	52519	0.9308
C08	wt	5673113 (1)	1.5	53393	0.9241
C08	wt	5673113 (1)	1.5	54268	0.9316
C08	wt	5673113 (1)	1.5	55143	0.9296
C08	wt	5673113 (1)	1.5	56017	0.9386
C08	wt	5673113 (1)	1.5	56891	0.9389
C08	wt	5673113 (1)	1.5	57766	0.9336
C08	wt	5673113 (1)	1.5	58640	0.9395
C08	wt	5673113 (1)	1.5	59515	0.9409
C08	wt	5673113 (1)	1.5	60389	0.9436
C08	wt	5673113 (1)	1.5	61264	0.9382
C08	wt	5673113 (1)	1.5	62138	0.9425
C08	wt	5673113 (1)	1.5	63013	0.9383
C08	wt	5673113 (1)	1.5	65075	0.9407
C08	wt	5673113 (1)	1.5	65950	0.9479
C08	wt	5673113 (1)	1.5	66824	0.9479
C08	wt	5673113 (1)	1.5	67698	0.9438
C08	wt	5673113 (1)	1.5	68573	0.9447
C08	wt	5673113 (1)	1.5	69447	0.9491
C08	wt	5673113 (1)	1.5	70322	0.9486
C08	wt	5673113 (1)	1.5	71196	0.9467
C08	wt	5673113 (1)	1.5	72070	0.9485
C08	wt	5673113 (1)	1.5	72945	0.9522
C08	wt	5673113 (1)	1.5	73819	0.9521
C08	wt	5673113 (1)	1.5	74695	0.9488
C08	wt	5673113 (1)	1.5	75570	0.9494
C08	wt	5673113 (1)	1.5	76444	0.9507
C08	wt	5673113 (1)	1.5	77319	0.9505
C08	wt	5673113 (1)	1.5	78193	0.9556
C08	wt	5673113 (1)	1.5	79068	0.9543
C08	wt	5673113 (1)	1.5	79943	0.9506
C08	wt	5673113 (1)	1.5	80818	0.9528
C08	wt	5673113 (1)	1.5	82096	0.955
C08	wt	5673113 (1)	1.5	82970	0.9565
C08	wt	5673113 (1)	1.5	83845	0.9541
C09	wt	5673113 (1)	1.5	926	0.0868
C09	wt	5673113 (1)	1.5	1802	0.0904
C09	wt	5673113 (1)	1.5	2678	0.0932
C09	wt	5673113 (1)	1.5	3552	0.1038
C09	wt	5673113 (1)	1.5	4427	0.1042
C09	wt	5673113 (1)	1.5	5301	0.1125
C09	wt	5673113 (1)	1.5	6176	0.1054
C09	wt	5673113 (1)	1.5	7050	0.1025
C09	wt	5673113 (1)	1.5	7924	0.1169
C09	wt	5673113 (1)	1.5	8799	0.1088
C09	wt	5673113 (1)	1.5	9673	0.1232
C09	wt	5673113 (1)	1.5	10548	0.1162
C09	wt	5673113 (1)	1.5	11422	0.1174
C09	wt	5673113 (1)	1.5	12297	0.1152
C09	wt	5673113 (1)	1.5	13171	0.1112
C09	wt	5673113 (1)	1.5	14046	0.1104
C09	wt	5673113 (1)	1.5	14920	0.1258
C09	wt	5673113 (1)	1.5	15794	0.1299
C09	wt	5673113 (1)	1.5	16669	0.1332
C09	wt	5673113 (1)	1.5	17543	0.1323
C09	wt	5673113 (1)	1.5	18417	0.136
C09	wt	5673113 (1)	1.5	19292	0.1458
C09	wt	5673113 (1)	1.5	20166	0.1857
C09	wt	5673113 (1)	1.5	21041	0.1616
C09	wt	5673113 (1)	1.5	21915	0.1686
C09	wt	5673113 (1)	1.5	22789	0.1771
C09	wt	5673113 (1)	1.5	23663	0.1892
C09	wt	5673113 (1)	1.5	24538	0.2022
C09	wt	5673113 (1)	1.5	25412	0.2182
C09	wt	5673113 (1)	1.5	26286	0.2303
C09	wt	5673113 (1)	1.5	27161	0.2502
C09	wt	5673113 (1)	1.5	28036	0.2652
C09	wt	5673113 (1)	1.5	28910	0.2839
C09	wt	5673113 (1)	1.5	29785	0.3049
C09	wt	5673113 (1)	1.5	30659	0.3252
C09	wt	5673113 (1)	1.5	31534	0.3497
C09	wt	5673113 (1)	1.5	32408	0.3704
C09	wt	5673113 (1)	1.5	33282	0.3972
C09	wt	5673113 (1)	1.5	34157	0.4235
C09	wt	5673113 (1)	1.5	35031	0.4539
C09	wt	5673113 (1)	1.5	35905	0.4849
C09	wt	5673113 (1)	1.5	36780	0.5139
C09	wt	5673113 (1)	1.5	37655	0.5454
C09	wt	5673113 (1)	1.5	38529	0.5731
C09	wt	5673113 (1)	1.5	39403	0.6049
C09	wt	5673113 (1)	1.5	40278	0.6362
C09	wt	5673113 (1)	1.5	41152	0.6737
C09	wt	5673113 (1)	1.5	42026	0.703
C09	wt	5673113 (1)	1.5	42901	0.7317
C09	wt	5673113 (1)	1.5	43775	0.7608
C09	wt	5673113 (1)	1.5	44650	0.7945
C09	wt	5673113 (1)	1.5	45524	0.8204
C09	wt	5673113 (1)	1.5	46399	0.852
C09	wt	5673113 (1)	1.5	47273	0.8746
C09	wt	5673113 (1)	1.5	48148	0.8928
C09	wt	5673113 (1)	1.5	49022	0.9094
C09	wt	5673113 (1)	1.5	49896	0.9094
C09	wt	5673113 (1)	1.5	50770	0.9029
C09	wt	5673113 (1)	1.5	51645	0.9004
C09	wt	5673113 (1)	1.5	52519	0.9024
C09	wt	5673113 (1)	1.5	53393	0.9065
C09	wt	5673113 (1)	1.5	54268	0.9083
C09	wt	5673113 (1)	1.5	55143	0.9043
C09	wt	5673113 (1)	1.5	56017	0.9069
C09	wt	5673113 (1)	1.5	56891	0.9078
C09	wt	5673113 (1)	1.5	57766	0.91
C09	wt	5673113 (1)	1.5	58640	0.9106
C09	wt	5673113 (1)	1.5	59515	0.9103
C09	wt	5673113 (1)	1.5	60389	0.908
C09	wt	5673113 (1)	1.5	61264	0.9157
C09	wt	5673113 (1)	1.5	62138	0.9186
C09	wt	5673113 (1)	1.5	63013	0.911
C09	wt	5673113 (1)	1.5	65075	0.9147
C09	wt	5673113 (1)	1.5	65950	0.9132
C09	wt	5673113 (1)	1.5	66824	0.9173
C09	wt	5673113 (1)	1.5	67698	0.9177
C09	wt	5673113 (1)	1.5	68573	0.9163
C09	wt	5673113 (1)	1.5	69447	0.9205
C09	wt	5673113 (1)	1.5	70322	0.9219
C09	wt	5673113 (1)	1.5	71196	0.9171
C09	wt	5673113 (1)	1.5	72070	0.9166
C09	wt	5673113 (1)	1.5	72945	0.9212
C09	wt	5673113 (1)	1.5	73819	0.9194
C09	wt	5673113 (1)	1.5	74695	0.9197
C09	wt	5673113 (1)	1.5	75570	0.9215
C09	wt	5673113 (1)	1.5	76444	0.9233
C09	wt	5673113 (1)	1.5	77319	0.9231
C09	wt	5673113 (1)	1.5	78193	0.9259
C09	wt	5673113 (1)	1.5	79068	0.9211
C09	wt	5673113 (1)	1.5	79943	0.9217
C09	wt	5673113 (1)	1.5	80818	0.9285
C09	wt	5673113 (1)	1.5	82096	0.9263
C09	wt	5673113 (1)	1.5	82970	0.9265
C09	wt	5673113 (1)	1.5	83845	0.9259
C10	swd3∆	5673113 (1)	1.5	926	0.0814
C10	swd3∆	5673113 (1)	1.5	1802	0.0843
C10	swd3∆	5673113 (1)	1.5	2678	0.0838
C10	swd3∆	5673113 (1)	1.5	3552	0.0876
C10	swd3∆	5673113 (1)	1.5	4427	0.0896
C10	swd3∆	5673113 (1)	1.5	5301	0.1009
C10	swd3∆	5673113 (1)	1.5	6176	0.1009
C10	swd3∆	5673113 (1)	1.5	7050	0.101
C10	swd3∆	5673113 (1)	1.5	7924	0.124
C10	swd3∆	5673113 (1)	1.5	8799	0.1076
C10	swd3∆	5673113 (1)	1.5	9673	0.1369
C10	swd3∆	5673113 (1)	1.5	10548	0.1226
C10	swd3∆	5673113 (1)	1.5	11422	0.1351
C10	swd3∆	5673113 (1)	1.5	12297	0.127
C10	swd3∆	5673113 (1)	1.5	13171	0.1242
C10	swd3∆	5673113 (1)	1.5	14046	0.119
C10	swd3∆	5673113 (1)	1.5	14920	0.1201
C10	swd3∆	5673113 (1)	1.5	15794	0.1199
C10	swd3∆	5673113 (1)	1.5	16669	0.1171
C10	swd3∆	5673113 (1)	1.5	17543	0.102
C10	swd3∆	5673113 (1)	1.5	18417	0.0973
C10	swd3∆	5673113 (1)	1.5	19292	0.10780000000000001
C10	swd3∆	5673113 (1)	1.5	20166	0.1258
C10	swd3∆	5673113 (1)	1.5	21041	0.1155
C10	swd3∆	5673113 (1)	1.5	21915	0.113
C10	swd3∆	5673113 (1)	1.5	22789	0.1191
C10	swd3∆	5673113 (1)	1.5	23663	0.1154
C10	swd3∆	5673113 (1)	1.5	24538	0.1475
C10	swd3∆	5673113 (1)	1.5	25412	0.125
C10	swd3∆	5673113 (1)	1.5	26286	0.1239
C10	swd3∆	5673113 (1)	1.5	27161	0.1318
C10	swd3∆	5673113 (1)	1.5	28036	0.137
C10	swd3∆	5673113 (1)	1.5	28910	0.1426
C10	swd3∆	5673113 (1)	1.5	29785	0.1976
C10	swd3∆	5673113 (1)	1.5	30659	0.1542
C10	swd3∆	5673113 (1)	1.5	31534	0.1644
C10	swd3∆	5673113 (1)	1.5	32408	0.1722
C10	swd3∆	5673113 (1)	1.5	33282	0.1831
C10	swd3∆	5673113 (1)	1.5	34157	0.1906
C10	swd3∆	5673113 (1)	1.5	35031	0.2015
C10	swd3∆	5673113 (1)	1.5	35905	0.2105
C10	swd3∆	5673113 (1)	1.5	36780	0.2266
C10	swd3∆	5673113 (1)	1.5	37655	0.2397
C10	swd3∆	5673113 (1)	1.5	38529	0.2555
C10	swd3∆	5673113 (1)	1.5	39403	0.2685
C10	swd3∆	5673113 (1)	1.5	40278	0.2856
C10	swd3∆	5673113 (1)	1.5	41152	0.3046
C10	swd3∆	5673113 (1)	1.5	42026	0.3166
C10	swd3∆	5673113 (1)	1.5	42901	0.3383
C10	swd3∆	5673113 (1)	1.5	43775	0.3537
C10	swd3∆	5673113 (1)	1.5	44650	0.3792
C10	swd3∆	5673113 (1)	1.5	45524	0.3993
C10	swd3∆	5673113 (1)	1.5	46399	0.4258
C10	swd3∆	5673113 (1)	1.5	47273	0.4424
C10	swd3∆	5673113 (1)	1.5	48148	0.4713
C10	swd3∆	5673113 (1)	1.5	49022	0.4882
C10	swd3∆	5673113 (1)	1.5	49896	0.5187
C10	swd3∆	5673113 (1)	1.5	50770	0.5464
C10	swd3∆	5673113 (1)	1.5	51645	0.5719
C10	swd3∆	5673113 (1)	1.5	52519	0.5928
C10	swd3∆	5673113 (1)	1.5	53393	0.6226
C10	swd3∆	5673113 (1)	1.5	54268	0.6583
C10	swd3∆	5673113 (1)	1.5	55143	0.6852
C10	swd3∆	5673113 (1)	1.5	56017	0.7122
C10	swd3∆	5673113 (1)	1.5	56891	0.7487
C10	swd3∆	5673113 (1)	1.5	57766	0.7643
C10	swd3∆	5673113 (1)	1.5	58640	0.7986
C10	swd3∆	5673113 (1)	1.5	59515	0.8168
C10	swd3∆	5673113 (1)	1.5	60389	0.8464
C10	swd3∆	5673113 (1)	1.5	61264	0.867
C10	swd3∆	5673113 (1)	1.5	62138	0.8804
C10	swd3∆	5673113 (1)	1.5	63013	0.8794
C10	swd3∆	5673113 (1)	1.5	65075	0.858
C10	swd3∆	5673113 (1)	1.5	65950	0.8562
C10	swd3∆	5673113 (1)	1.5	66824	0.8548
C10	swd3∆	5673113 (1)	1.5	67698	0.854
C10	swd3∆	5673113 (1)	1.5	68573	0.8521
C10	swd3∆	5673113 (1)	1.5	69447	0.8597
C10	swd3∆	5673113 (1)	1.5	70322	0.8574
C10	swd3∆	5673113 (1)	1.5	71196	0.8581
C10	swd3∆	5673113 (1)	1.5	72070	0.8564
C10	swd3∆	5673113 (1)	1.5	72945	0.8595
C10	swd3∆	5673113 (1)	1.5	73819	0.8595
C10	swd3∆	5673113 (1)	1.5	74695	0.8537
C10	swd3∆	5673113 (1)	1.5	75570	0.8564
C10	swd3∆	5673113 (1)	1.5	76444	0.8546
C10	swd3∆	5673113 (1)	1.5	77319	0.8544
C10	swd3∆	5673113 (1)	1.5	78193	0.8636
