well	strain	drug	dose_um	runtime	measure
B12	swd3∆	5673113 (1)	0.7	4427	0.1043
B12	swd3∆	5673113 (1)	0.7	5301	0.0922
B12	swd3∆	5673113 (1)	0.7	6176	0.1095
B12	swd3∆	5673113 (1)	0.7	7050	0.1088
B12	swd3∆	5673113 (1)	0.7	7924	0.1311
B12	swd3∆	5673113 (1)	0.7	8799	0.1192
B12	swd3∆	5673113 (1)	0.7	9673	0.1255
B12	swd3∆	5673113 (1)	0.7	10548	0.1139
B12	swd3∆	5673113 (1)	0.7	11422	0.1379
B12	swd3∆	5673113 (1)	0.7	12297	0.1171
B12	swd3∆	5673113 (1)	0.7	13171	0.1111
B12	swd3∆	5673113 (1)	0.7	14046	0.0987
B12	swd3∆	5673113 (1)	0.7	14920	0.1113
B12	swd3∆	5673113 (1)	0.7	15794	0.1028
B12	swd3∆	5673113 (1)	0.7	16669	0.1024
B12	swd3∆	5673113 (1)	0.7	17543	0.1022
B12	swd3∆	5673113 (1)	0.7	18417	0.1032
B12	swd3∆	5673113 (1)	0.7	19292	0.1034
B12	swd3∆	5673113 (1)	0.7	20166	0.0998
B12	swd3∆	5673113 (1)	0.7	21041	0.108
B12	swd3∆	5673113 (1)	0.7	21915	0.1086
B12	swd3∆	5673113 (1)	0.7	22789	0.1124
B12	swd3∆	5673113 (1)	0.7	23663	0.1126
B12	swd3∆	5673113 (1)	0.7	24538	0.1207
B12	swd3∆	5673113 (1)	0.7	25412	0.1272
B12	swd3∆	5673113 (1)	0.7	26286	0.13
B12	swd3∆	5673113 (1)	0.7	27161	0.1353
B12	swd3∆	5673113 (1)	0.7	28036	0.1363
B12	swd3∆	5673113 (1)	0.7	28910	0.1469
B12	swd3∆	5673113 (1)	0.7	29785	0.1519
B12	swd3∆	5673113 (1)	0.7	30659	0.1618
B12	swd3∆	5673113 (1)	0.7	31534	0.1584
B12	swd3∆	5673113 (1)	0.7	32408	0.183
B12	swd3∆	5673113 (1)	0.7	33282	0.178
B12	swd3∆	5673113 (1)	0.7	34157	0.1886
B12	swd3∆	5673113 (1)	0.7	35031	0.1957
B12	swd3∆	5673113 (1)	0.7	35905	0.1993
B12	swd3∆	5673113 (1)	0.7	36780	0.21
B12	swd3∆	5673113 (1)	0.7	37655	0.2271
B12	swd3∆	5673113 (1)	0.7	38529	0.2334
B12	swd3∆	5673113 (1)	0.7	39403	0.2472
B12	swd3∆	5673113 (1)	0.7	40278	0.2629
B12	swd3∆	5673113 (1)	0.7	41152	0.2765
B12	swd3∆	5673113 (1)	0.7	42026	0.293
B12	swd3∆	5673113 (1)	0.7	42901	0.3092
B12	swd3∆	5673113 (1)	0.7	43775	0.3294
B12	swd3∆	5673113 (1)	0.7	44650	0.3486
B12	swd3∆	5673113 (1)	0.7	45524	0.3619
B12	swd3∆	5673113 (1)	0.7	46399	0.3841
B12	swd3∆	5673113 (1)	0.7	47273	0.4085
B12	swd3∆	5673113 (1)	0.7	48148	0.4294
B12	swd3∆	5673113 (1)	0.7	49022	0.4556
B12	swd3∆	5673113 (1)	0.7	49896	0.4863
B12	swd3∆	5673113 (1)	0.7	50770	0.5081
B12	swd3∆	5673113 (1)	0.7	51645	0.5248
B12	swd3∆	5673113 (1)	0.7	52519	0.5635
B12	swd3∆	5673113 (1)	0.7	53393	0.5824
B12	swd3∆	5673113 (1)	0.7	54268	0.6152
B12	swd3∆	5673113 (1)	0.7	55143	0.6416
B12	swd3∆	5673113 (1)	0.7	56017	0.6702
B12	swd3∆	5673113 (1)	0.7	56891	0.6989
B12	swd3∆	5673113 (1)	0.7	57766	0.7176
B12	swd3∆	5673113 (1)	0.7	58640	0.7575
B12	swd3∆	5673113 (1)	0.7	59515	0.7749
B12	swd3∆	5673113 (1)	0.7	60389	0.8008
B12	swd3∆	5673113 (1)	0.7	61264	0.8284
B12	swd3∆	5673113 (1)	0.7	62138	0.8501
B12	swd3∆	5673113 (1)	0.7	63013	0.8608
B12	swd3∆	5673113 (1)	0.7	65075	0.8559
B12	swd3∆	5673113 (1)	0.7	65950	0.8537
B12	swd3∆	5673113 (1)	0.7	66824	0.856
B12	swd3∆	5673113 (1)	0.7	67698	0.8529
B12	swd3∆	5673113 (1)	0.7	68573	0.8521
B12	swd3∆	5673113 (1)	0.7	69447	0.853
B12	swd3∆	5673113 (1)	0.7	70322	0.8611
B12	swd3∆	5673113 (1)	0.7	71196	0.851
B12	swd3∆	5673113 (1)	0.7	72070	0.8544
B12	swd3∆	5673113 (1)	0.7	72945	0.8537
B12	swd3∆	5673113 (1)	0.7	73819	0.8509
B12	swd3∆	5673113 (1)	0.7	74695	0.8512
B12	swd3∆	5673113 (1)	0.7	75570	0.8588
B12	swd3∆	5673113 (1)	0.7	76444	0.8611
B12	swd3∆	5673113 (1)	0.7	77319	0.8512
B12	swd3∆	5673113 (1)	0.7	78193	0.8598
B12	swd3∆	5673113 (1)	0.7	79068	0.8559
B12	swd3∆	5673113 (1)	0.7	79943	0.8523
B12	swd3∆	5673113 (1)	0.7	80818	0.8661
B12	swd3∆	5673113 (1)	0.7	82096	0.8564
B12	swd3∆	5673113 (1)	0.7	82970	0.8584
B12	swd3∆	5673113 (1)	0.7	83845	0.8538
C01	wt	6772625 (2)	1.5	926	0.0988
C01	wt	6772625 (2)	1.5	1802	0.10780000000000001
C01	wt	6772625 (2)	1.5	2678	0.1095
C01	wt	6772625 (2)	1.5	3552	0.1071
C01	wt	6772625 (2)	1.5	4427	0.1046
C01	wt	6772625 (2)	1.5	5301	0.113
C01	wt	6772625 (2)	1.5	6176	0.1178
C01	wt	6772625 (2)	1.5	7050	0.1038
C01	wt	6772625 (2)	1.5	7924	0.1101
C01	wt	6772625 (2)	1.5	8799	0.1133
C01	wt	6772625 (2)	1.5	9673	0.1177
C01	wt	6772625 (2)	1.5	10548	0.1177
C01	wt	6772625 (2)	1.5	11422	0.1197
C01	wt	6772625 (2)	1.5	12297	0.1274
C01	wt	6772625 (2)	1.5	13171	0.121
C01	wt	6772625 (2)	1.5	14046	0.1276
C01	wt	6772625 (2)	1.5	14920	0.1345
C01	wt	6772625 (2)	1.5	15794	0.1302
C01	wt	6772625 (2)	1.5	16669	0.1359
C01	wt	6772625 (2)	1.5	17543	0.1463
C01	wt	6772625 (2)	1.5	18417	0.146
C01	wt	6772625 (2)	1.5	19292	0.161
C01	wt	6772625 (2)	1.5	20166	0.1628
C01	wt	6772625 (2)	1.5	21041	0.1803
C01	wt	6772625 (2)	1.5	21915	0.1836
C01	wt	6772625 (2)	1.5	22789	0.193
C01	wt	6772625 (2)	1.5	23663	0.1952
C01	wt	6772625 (2)	1.5	24538	0.2095
C01	wt	6772625 (2)	1.5	25412	0.2199
C01	wt	6772625 (2)	1.5	26286	0.238
C01	wt	6772625 (2)	1.5	27161	0.2559
C01	wt	6772625 (2)	1.5	28036	0.2754
C01	wt	6772625 (2)	1.5	28910	0.2846
C01	wt	6772625 (2)	1.5	29785	0.3012
C01	wt	6772625 (2)	1.5	30659	0.3157
C01	wt	6772625 (2)	1.5	31534	0.3386
C01	wt	6772625 (2)	1.5	32408	0.3632
C01	wt	6772625 (2)	1.5	33282	0.3847
C01	wt	6772625 (2)	1.5	34157	0.4076
C01	wt	6772625 (2)	1.5	35031	0.4386
C01	wt	6772625 (2)	1.5	35905	0.4634
C01	wt	6772625 (2)	1.5	36780	0.4945
C01	wt	6772625 (2)	1.5	37655	0.5231
C01	wt	6772625 (2)	1.5	38529	0.5507
C01	wt	6772625 (2)	1.5	39403	0.5835
C01	wt	6772625 (2)	1.5	40278	0.6081
C01	wt	6772625 (2)	1.5	41152	0.6412
C01	wt	6772625 (2)	1.5	42026	0.6692
C01	wt	6772625 (2)	1.5	42901	0.7001
C01	wt	6772625 (2)	1.5	43775	0.7418
C01	wt	6772625 (2)	1.5	44650	0.7618
C01	wt	6772625 (2)	1.5	45524	0.7948
C01	wt	6772625 (2)	1.5	46399	0.8313
C01	wt	6772625 (2)	1.5	47273	0.8534
C01	wt	6772625 (2)	1.5	48148	0.8849
C01	wt	6772625 (2)	1.5	49022	0.8994
C01	wt	6772625 (2)	1.5	49896	0.9125
C01	wt	6772625 (2)	1.5	50770	0.9167
C01	wt	6772625 (2)	1.5	51645	0.9201
C01	wt	6772625 (2)	1.5	52519	0.9148
C01	wt	6772625 (2)	1.5	53393	0.9183
C01	wt	6772625 (2)	1.5	54268	0.9246
C01	wt	6772625 (2)	1.5	55143	0.922
C01	wt	6772625 (2)	1.5	56017	0.9217
C01	wt	6772625 (2)	1.5	56891	0.9272
C01	wt	6772625 (2)	1.5	57766	0.9271
C01	wt	6772625 (2)	1.5	58640	0.9274
C01	wt	6772625 (2)	1.5	59515	0.9316
C01	wt	6772625 (2)	1.5	60389	0.9302
C01	wt	6772625 (2)	1.5	61264	0.9261
C01	wt	6772625 (2)	1.5	62138	0.934
C01	wt	6772625 (2)	1.5	63013	0.93
C01	wt	6772625 (2)	1.5	65075	0.9301
C01	wt	6772625 (2)	1.5	65950	0.9333
C01	wt	6772625 (2)	1.5	66824	0.9286
C01	wt	6772625 (2)	1.5	67698	0.9337
C01	wt	6772625 (2)	1.5	68573	0.9318
C01	wt	6772625 (2)	1.5	69447	0.9374
C01	wt	6772625 (2)	1.5	70322	0.9313
C01	wt	6772625 (2)	1.5	71196	0.9359
C01	wt	6772625 (2)	1.5	72070	0.9337
C01	wt	6772625 (2)	1.5	72945	0.9402
C01	wt	6772625 (2)	1.5	73819	0.9373
C01	wt	6772625 (2)	1.5	74695	0.9395
C01	wt	6772625 (2)	1.5	75570	0.937
C01	wt	6772625 (2)	1.5	76444	0.9357
C01	wt	6772625 (2)	1.5	77319	0.9381
C01	wt	6772625 (2)	1.5	78193	0.9378
C01	wt	6772625 (2)	1.5	79068	0.9415
C01	wt	6772625 (2)	1.5	79943	0.9421
C01	wt	6772625 (2)	1.5	80818	0.9445
C01	wt	6772625 (2)	1.5	82096	0.9398
C01	wt	6772625 (2)	1.5	82970	0.9371
C01	wt	6772625 (2)	1.5	83845	0.9402
C02	wt	6772625 (2)	1.5	926	0.084
C02	wt	6772625 (2)	1.5	1802	0.0874
C02	wt	6772625 (2)	1.5	2678	0.0825
C02	wt	6772625 (2)	1.5	3552	0.0847
C02	wt	6772625 (2)	1.5	4427	0.0842
C02	wt	6772625 (2)	1.5	5301	0.0864
C02	wt	6772625 (2)	1.5	6176	0.0894
C02	wt	6772625 (2)	1.5	7050	0.0899
C02	wt	6772625 (2)	1.5	7924	0.0921
C02	wt	6772625 (2)	1.5	8799	0.0945
C02	wt	6772625 (2)	1.5	9673	0.0963
C02	wt	6772625 (2)	1.5	10548	0.0965
C02	wt	6772625 (2)	1.5	11422	0.1014
C02	wt	6772625 (2)	1.5	12297	0.1007
C02	wt	6772625 (2)	1.5	13171	0.1063
C02	wt	6772625 (2)	1.5	14046	0.1097
C02	wt	6772625 (2)	1.5	14920	0.1097
C02	wt	6772625 (2)	1.5	15794	0.1151
C02	wt	6772625 (2)	1.5	16669	0.1215
C02	wt	6772625 (2)	1.5	17543	0.1309
C02	wt	6772625 (2)	1.5	18417	0.1324
C02	wt	6772625 (2)	1.5	19292	0.1391
C02	wt	6772625 (2)	1.5	20166	0.1469
C02	wt	6772625 (2)	1.5	21041	0.152
C02	wt	6772625 (2)	1.5	21915	0.1608
C02	wt	6772625 (2)	1.5	22789	0.1732
C02	wt	6772625 (2)	1.5	23663	0.1814
C02	wt	6772625 (2)	1.5	24538	0.1917
C02	wt	6772625 (2)	1.5	25412	0.2056
C02	wt	6772625 (2)	1.5	26286	0.2179
C02	wt	6772625 (2)	1.5	27161	0.2331
C02	wt	6772625 (2)	1.5	28036	0.2513
C02	wt	6772625 (2)	1.5	28910	0.2679
C02	wt	6772625 (2)	1.5	29785	0.2866
C02	wt	6772625 (2)	1.5	30659	0.3105
C02	wt	6772625 (2)	1.5	31534	0.3285
C02	wt	6772625 (2)	1.5	32408	0.3529
C02	wt	6772625 (2)	1.5	33282	0.3764
C02	wt	6772625 (2)	1.5	34157	0.4036
C02	wt	6772625 (2)	1.5	35031	0.4335
C02	wt	6772625 (2)	1.5	35905	0.456
C02	wt	6772625 (2)	1.5	36780	0.4839
C02	wt	6772625 (2)	1.5	37655	0.5197
C02	wt	6772625 (2)	1.5	38529	0.5475
C02	wt	6772625 (2)	1.5	39403	0.5727
C02	wt	6772625 (2)	1.5	40278	0.6038
C02	wt	6772625 (2)	1.5	41152	0.6369
C02	wt	6772625 (2)	1.5	42026	0.6665
C02	wt	6772625 (2)	1.5	42901	0.6999
C02	wt	6772625 (2)	1.5	43775	0.728
C02	wt	6772625 (2)	1.5	44650	0.7609
C02	wt	6772625 (2)	1.5	45524	0.7918
C02	wt	6772625 (2)	1.5	46399	0.825
C02	wt	6772625 (2)	1.5	47273	0.8539
C02	wt	6772625 (2)	1.5	48148	0.8753
C02	wt	6772625 (2)	1.5	49022	0.8997
C02	wt	6772625 (2)	1.5	49896	0.9136
C02	wt	6772625 (2)	1.5	50770	0.9209
C02	wt	6772625 (2)	1.5	51645	0.9146
C02	wt	6772625 (2)	1.5	52519	0.9142
C02	wt	6772625 (2)	1.5	53393	0.906
C02	wt	6772625 (2)	1.5	54268	0.9123
C02	wt	6772625 (2)	1.5	55143	0.9114
C02	wt	6772625 (2)	1.5	56017	0.9162
C02	wt	6772625 (2)	1.5	56891	0.9167
C02	wt	6772625 (2)	1.5	57766	0.9178
C02	wt	6772625 (2)	1.5	58640	0.9251
C02	wt	6772625 (2)	1.5	59515	0.9182
C02	wt	6772625 (2)	1.5	60389	0.9209
C02	wt	6772625 (2)	1.5	61264	0.9272
C02	wt	6772625 (2)	1.5	62138	0.9253
C02	wt	6772625 (2)	1.5	63013	0.9209
C02	wt	6772625 (2)	1.5	65075	0.927
C02	wt	6772625 (2)	1.5	65950	0.93
C02	wt	6772625 (2)	1.5	66824	0.9309
C02	wt	6772625 (2)	1.5	67698	0.9291
C02	wt	6772625 (2)	1.5	68573	0.9258
C02	wt	6772625 (2)	1.5	69447	0.9304
C02	wt	6772625 (2)	1.5	70322	0.934
C02	wt	6772625 (2)	1.5	71196	0.9316
C02	wt	6772625 (2)	1.5	72070	0.9315
C02	wt	6772625 (2)	1.5	72945	0.9334
C02	wt	6772625 (2)	1.5	73819	0.9361
C02	wt	6772625 (2)	1.5	74695	0.9333
C02	wt	6772625 (2)	1.5	75570	0.9319
C02	wt	6772625 (2)	1.5	76444	0.9322
C02	wt	6772625 (2)	1.5	77319	0.9373
C02	wt	6772625 (2)	1.5	78193	0.9365
C02	wt	6772625 (2)	1.5	79068	0.9421
C02	wt	6772625 (2)	1.5	79943	0.9363
C02	wt	6772625 (2)	1.5	80818	0.9435
C02	wt	6772625 (2)	1.5	82096	0.9381
C02	wt	6772625 (2)	1.5	82970	0.939
C02	wt	6772625 (2)	1.5	83845	0.9376
C03	wt	6772625 (2)	1.5	926	0.0945
C03	wt	6772625 (2)	1.5	1802	0.0914
C03	wt	6772625 (2)	1.5	2678	0.0933
C03	wt	6772625 (2)	1.5	3552	0.0955
C03	wt	6772625 (2)	1.5	4427	0.0968
C03	wt	6772625 (2)	1.5	5301	0.0991
C03	wt	6772625 (2)	1.5	6176	0.1007
C03	wt	6772625 (2)	1.5	7050	0.0969
C03	wt	6772625 (2)	1.5	7924	0.099
C03	wt	6772625 (2)	1.5	8799	0.0963
C03	wt	6772625 (2)	1.5	9673	0.0996
C03	wt	6772625 (2)	1.5	10548	0.1054
C03	wt	6772625 (2)	1.5	11422	0.1102
C03	wt	6772625 (2)	1.5	12297	0.1093
C03	wt	6772625 (2)	1.5	13171	0.113
C03	wt	6772625 (2)	1.5	14046	0.1174
C03	wt	6772625 (2)	1.5	14920	0.1201
C03	wt	6772625 (2)	1.5	15794	0.1275
C03	wt	6772625 (2)	1.5	16669	0.1284
C03	wt	6772625 (2)	1.5	17543	0.1355
C03	wt	6772625 (2)	1.5	18417	0.1383
C03	wt	6772625 (2)	1.5	19292	0.146
C03	wt	6772625 (2)	1.5	20166	0.1529
C03	wt	6772625 (2)	1.5	21041	0.1613
C03	wt	6772625 (2)	1.5	21915	0.1732
C03	wt	6772625 (2)	1.5	22789	0.1817
C03	wt	6772625 (2)	1.5	23663	0.189
C03	wt	6772625 (2)	1.5	24538	0.2035
C03	wt	6772625 (2)	1.5	25412	0.2139
C03	wt	6772625 (2)	1.5	26286	0.2296
C03	wt	6772625 (2)	1.5	27161	0.2455
C03	wt	6772625 (2)	1.5	28036	0.2588
C03	wt	6772625 (2)	1.5	28910	0.2721
C03	wt	6772625 (2)	1.5	29785	0.2912
C03	wt	6772625 (2)	1.5	30659	0.3115
C03	wt	6772625 (2)	1.5	31534	0.3317
C03	wt	6772625 (2)	1.5	32408	0.3552
C03	wt	6772625 (2)	1.5	33282	0.3761
C03	wt	6772625 (2)	1.5	34157	0.3994
C03	wt	6772625 (2)	1.5	35031	0.4269
C03	wt	6772625 (2)	1.5	35905	0.4519
C03	wt	6772625 (2)	1.5	36780	0.4807
C03	wt	6772625 (2)	1.5	37655	0.5076
C03	wt	6772625 (2)	1.5	38529	0.5354
C03	wt	6772625 (2)	1.5	39403	0.5617
C03	wt	6772625 (2)	1.5	40278	0.5924
C03	wt	6772625 (2)	1.5	41152	0.6198
C03	wt	6772625 (2)	1.5	42026	0.6456
C03	wt	6772625 (2)	1.5	42901	0.6817
C03	wt	6772625 (2)	1.5	43775	0.7088
C03	wt	6772625 (2)	1.5	44650	0.7358
C03	wt	6772625 (2)	1.5	45524	0.7667
C03	wt	6772625 (2)	1.5	46399	0.7992
C03	wt	6772625 (2)	1.5	47273	0.8224
C03	wt	6772625 (2)	1.5	48148	0.8494
C03	wt	6772625 (2)	1.5	49022	0.8721
C03	wt	6772625 (2)	1.5	49896	0.8904
C03	wt	6772625 (2)	1.5	50770	0.8989
C03	wt	6772625 (2)	1.5	51645	0.8907
C03	wt	6772625 (2)	1.5	52519	0.8956
C03	wt	6772625 (2)	1.5	53393	0.89
C03	wt	6772625 (2)	1.5	54268	0.8916
C03	wt	6772625 (2)	1.5	55143	0.8932
C03	wt	6772625 (2)	1.5	56017	0.8984
C03	wt	6772625 (2)	1.5	56891	0.8946
C03	wt	6772625 (2)	1.5	57766	0.8932
C03	wt	6772625 (2)	1.5	58640	0.9006
C03	wt	6772625 (2)	1.5	59515	0.8981
C03	wt	6772625 (2)	1.5	60389	0.9013
C03	wt	6772625 (2)	1.5	61264	0.9012
C03	wt	6772625 (2)	1.5	62138	0.9043
C03	wt	6772625 (2)	1.5	63013	0.9014
C03	wt	6772625 (2)	1.5	65075	0.9019
C03	wt	6772625 (2)	1.5	65950	0.9069
C03	wt	6772625 (2)	1.5	66824	0.9077
C03	wt	6772625 (2)	1.5	67698	0.9043
C03	wt	6772625 (2)	1.5	68573	0.9051
C03	wt	6772625 (2)	1.5	69447	0.9087
C03	wt	6772625 (2)	1.5	70322	0.911
C03	wt	6772625 (2)	1.5	71196	0.9112
C03	wt	6772625 (2)	1.5	72070	0.9072
C03	wt	6772625 (2)	1.5	72945	0.9103
C03	wt	6772625 (2)	1.5	73819	0.9101
C03	wt	6772625 (2)	1.5	74695	0.9092
C03	wt	6772625 (2)	1.5	75570	0.9087
C03	wt	6772625 (2)	1.5	76444	0.9106
C03	wt	6772625 (2)	1.5	77319	0.9099
C03	wt	6772625 (2)	1.5	78193	0.9133
C03	wt	6772625 (2)	1.5	79068	0.9137
C03	wt	6772625 (2)	1.5	79943	0.9088
C03	wt	6772625 (2)	1.5	80818	0.9164
C03	wt	6772625 (2)	1.5	82096	0.9175
C03	wt	6772625 (2)	1.5	82970	0.9153
C03	wt	6772625 (2)	1.5	83845	0.9147
C04	opi3∆	6772625 (2)	1.5	926	0.0961
C04	opi3∆	6772625 (2)	1.5	1802	0.0954
C04	opi3∆	6772625 (2)	1.5	2678	0.0918
C04	opi3∆	6772625 (2)	1.5	3552	0.0993
C04	opi3∆	6772625 (2)	1.5	4427	0.1035
C04	opi3∆	6772625 (2)	1.5	5301	0.1113
C04	opi3∆	6772625 (2)	1.5	6176	0.1161
C04	opi3∆	6772625 (2)	1.5	7050	0.1117
C04	opi3∆	6772625 (2)	1.5	7924	0.1097
C04	opi3∆	6772625 (2)	1.5	8799	0.0949
C04	opi3∆	6772625 (2)	1.5	9673	0.1068
C04	opi3∆	6772625 (2)	1.5	10548	0.1033
C04	opi3∆	6772625 (2)	1.5	11422	0.1164
C04	opi3∆	6772625 (2)	1.5	12297	0.1134
C04	opi3∆	6772625 (2)	1.5	13171	0.12
C04	opi3∆	6772625 (2)	1.5	14046	0.1191
C04	opi3∆	6772625 (2)	1.5	14920	0.1085
C04	opi3∆	6772625 (2)	1.5	15794	0.1137
C04	opi3∆	6772625 (2)	1.5	16669	0.1217
C04	opi3∆	6772625 (2)	1.5	17543	0.1225
C04	opi3∆	6772625 (2)	1.5	18417	0.1345
C04	opi3∆	6772625 (2)	1.5	19292	0.1222
C04	opi3∆	6772625 (2)	1.5	20166	0.1232
C04	opi3∆	6772625 (2)	1.5	21041	0.1431
C04	opi3∆	6772625 (2)	1.5	21915	0.1387
C04	opi3∆	6772625 (2)	1.5	22789	0.154
C04	opi3∆	6772625 (2)	1.5	23663	0.1606
C04	opi3∆	6772625 (2)	1.5	24538	0.154
C04	opi3∆	6772625 (2)	1.5	25412	0.176
C04	opi3∆	6772625 (2)	1.5	26286	0.1726
C04	opi3∆	6772625 (2)	1.5	27161	0.1737
C04	opi3∆	6772625 (2)	1.5	28036	0.1861
C04	opi3∆	6772625 (2)	1.5	28910	0.1957
C04	opi3∆	6772625 (2)	1.5	29785	0.2054
C04	opi3∆	6772625 (2)	1.5	30659	0.215
C04	opi3∆	6772625 (2)	1.5	31534	0.2292
C04	opi3∆	6772625 (2)	1.5	32408	0.2427
C04	opi3∆	6772625 (2)	1.5	33282	0.249
C04	opi3∆	6772625 (2)	1.5	34157	0.2654
C04	opi3∆	6772625 (2)	1.5	35031	0.2812
C04	opi3∆	6772625 (2)	1.5	35905	0.2964
C04	opi3∆	6772625 (2)	1.5	36780	0.3125
C04	opi3∆	6772625 (2)	1.5	37655	0.327
C04	opi3∆	6772625 (2)	1.5	38529	0.3415
C04	opi3∆	6772625 (2)	1.5	39403	0.3573
C04	opi3∆	6772625 (2)	1.5	40278	0.3771
C04	opi3∆	6772625 (2)	1.5	41152	0.3944
C04	opi3∆	6772625 (2)	1.5	42026	0.415
C04	opi3∆	6772625 (2)	1.5	42901	0.4356
C04	opi3∆	6772625 (2)	1.5	43775	0.4505
C04	opi3∆	6772625 (2)	1.5	44650	0.4708
C04	opi3∆	6772625 (2)	1.5	45524	0.4898
C04	opi3∆	6772625 (2)	1.5	46399	0.5121
C04	opi3∆	6772625 (2)	1.5	47273	0.5325
C04	opi3∆	6772625 (2)	1.5	48148	0.5546
C04	opi3∆	6772625 (2)	1.5	49022	0.5731
C04	opi3∆	6772625 (2)	1.5	49896	0.595
C04	opi3∆	6772625 (2)	1.5	50770	0.6138
C04	opi3∆	6772625 (2)	1.5	51645	0.6322
C04	opi3∆	6772625 (2)	1.5	52519	0.6557
C04	opi3∆	6772625 (2)	1.5	53393	0.6754
C04	opi3∆	6772625 (2)	1.5	54268	0.694
C04	opi3∆	6772625 (2)	1.5	55143	0.7115
C04	opi3∆	6772625 (2)	1.5	56017	0.7366
C04	opi3∆	6772625 (2)	1.5	56891	0.7447
C04	opi3∆	6772625 (2)	1.5	57766	0.7612
C04	opi3∆	6772625 (2)	1.5	58640	0.7778
C04	opi3∆	6772625 (2)	1.5	59515	0.7901
C04	opi3∆	6772625 (2)	1.5	60389	0.7929
C04	opi3∆	6772625 (2)	1.5	61264	0.7862
C04	opi3∆	6772625 (2)	1.5	62138	0.7865
C04	opi3∆	6772625 (2)	1.5	63013	0.7767
C04	opi3∆	6772625 (2)	1.5	65075	0.7635
C04	opi3∆	6772625 (2)	1.5	65950	0.7709
C04	opi3∆	6772625 (2)	1.5	66824	0.7685
C04	opi3∆	6772625 (2)	1.5	67698	0.7689
C04	opi3∆	6772625 (2)	1.5	68573	0.7651
C04	opi3∆	6772625 (2)	1.5	69447	0.7675
C04	opi3∆	6772625 (2)	1.5	70322	0.7643
C04	opi3∆	6772625 (2)	1.5	71196	0.7711
C04	opi3∆	6772625 (2)	1.5	72070	0.7675
C04	opi3∆	6772625 (2)	1.5	72945	0.767
C04	opi3∆	6772625 (2)	1.5	73819	0.7664
C04	opi3∆	6772625 (2)	1.5	74695	0.7664
C04	opi3∆	6772625 (2)	1.5	75570	0.764
C04	opi3∆	6772625 (2)	1.5	76444	0.7677
C04	opi3∆	6772625 (2)	1.5	77319	0.7626
C04	opi3∆	6772625 (2)	1.5	78193	0.7704
C04	opi3∆	6772625 (2)	1.5	79068	0.7647
C04	opi3∆	6772625 (2)	1.5	79943	0.7607
C04	opi3∆	6772625 (2)	1.5	80818	0.7693
C04	opi3∆	6772625 (2)	1.5	82096	0.7657
C04	opi3∆	6772625 (2)	1.5	82970	0.7667
C04	opi3∆	6772625 (2)	1.5	83845	0.7603
C05	opi3∆	6772625 (2)	1.5	926	0.0822
C05	opi3∆	6772625 (2)	1.5	1802	0.0969
C05	opi3∆	6772625 (2)	1.5	2678	0.0977
C05	opi3∆	6772625 (2)	1.5	3552	0.1014
C05	opi3∆	6772625 (2)	1.5	4427	0.10780000000000001
C05	opi3∆	6772625 (2)	1.5	5301	0.1079
C05	opi3∆	6772625 (2)	1.5	6176	0.1206
C05	opi3∆	6772625 (2)	1.5	7050	0.1111
C05	opi3∆	6772625 (2)	1.5	7924	0.114
C05	opi3∆	6772625 (2)	1.5	8799	0.0963
C05	opi3∆	6772625 (2)	1.5	9673	0.1147
C05	opi3∆	6772625 (2)	1.5	10548	0.0999
C05	opi3∆	6772625 (2)	1.5	11422	0.124
C05	opi3∆	6772625 (2)	1.5	12297	0.1224
C05	opi3∆	6772625 (2)	1.5	13171	0.1268
C05	opi3∆	6772625 (2)	1.5	14046	0.1295
C05	opi3∆	6772625 (2)	1.5	14920	0.1138
C05	opi3∆	6772625 (2)	1.5	15794	0.118
C05	opi3∆	6772625 (2)	1.5	16669	0.1248
C05	opi3∆	6772625 (2)	1.5	17543	0.1343
C05	opi3∆	6772625 (2)	1.5	18417	0.1518
C05	opi3∆	6772625 (2)	1.5	19292	0.1404
C05	opi3∆	6772625 (2)	1.5	20166	0.1311
C05	opi3∆	6772625 (2)	1.5	21041	0.1514
C05	opi3∆	6772625 (2)	1.5	21915	0.1384
C05	opi3∆	6772625 (2)	1.5	22789	0.1653
C05	opi3∆	6772625 (2)	1.5	23663	0.159
C05	opi3∆	6772625 (2)	1.5	24538	0.1558
C05	opi3∆	6772625 (2)	1.5	25412	0.1571
C05	opi3∆	6772625 (2)	1.5	26286	0.1608
C05	opi3∆	6772625 (2)	1.5	27161	0.17
C05	opi3∆	6772625 (2)	1.5	28036	0.236
C05	opi3∆	6772625 (2)	1.5	28910	0.1881
C05	opi3∆	6772625 (2)	1.5	29785	0.1967
C05	opi3∆	6772625 (2)	1.5	30659	0.2078
C05	opi3∆	6772625 (2)	1.5	31534	0.2233
C05	opi3∆	6772625 (2)	1.5	32408	0.2309
C05	opi3∆	6772625 (2)	1.5	33282	0.2437
C05	opi3∆	6772625 (2)	1.5	34157	0.2606
C05	opi3∆	6772625 (2)	1.5	35031	0.2755
C05	opi3∆	6772625 (2)	1.5	35905	0.2885
C05	opi3∆	6772625 (2)	1.5	36780	0.3055
C05	opi3∆	6772625 (2)	1.5	37655	0.3204
C05	opi3∆	6772625 (2)	1.5	38529	0.3351
C05	opi3∆	6772625 (2)	1.5	39403	0.3516
C05	opi3∆	6772625 (2)	1.5	40278	0.3701
