well	drug_name	assay_conc_um	runtime	measure
E07	Bimatoprost	200	10762	0.083
E07	Bimatoprost	200	11843	0.083
E07	Bimatoprost	200	12913	0.084
E07	Bimatoprost	200	13994	0.086
E07	Bimatoprost	200	15075	0.088
E07	Bimatoprost	200	16156	0.089
E07	Bimatoprost	200	17237	0.091
E07	Bimatoprost	200	18318	0.093
E07	Bimatoprost	200	19399	0.095
E07	Bimatoprost	200	20480	0.098
E07	Bimatoprost	200	21561	0.101
E07	Bimatoprost	200	22642	0.103
E07	Bimatoprost	200	23722	0.107
E07	Bimatoprost	200	24793	0.108
E07	Bimatoprost	200	25874	0.111
E07	Bimatoprost	200	26955	0.115
E07	Bimatoprost	200	28036	0.117
E07	Bimatoprost	200	29117	0.121
E07	Bimatoprost	200	30198	0.123
E07	Bimatoprost	200	31279	0.128
E07	Bimatoprost	200	32360	0.131
E07	Bimatoprost	200	33441	0.136
E07	Bimatoprost	200	34522	0.141
E07	Bimatoprost	200	35603	0.147
E07	Bimatoprost	200	36673	0.153
E07	Bimatoprost	200	37754	0.159
E07	Bimatoprost	200	38835	0.168
E07	Bimatoprost	200	39916	0.176
E07	Bimatoprost	200	40997	0.186
E07	Bimatoprost	200	42078	0.196
E07	Bimatoprost	200	43159	0.208
E07	Bimatoprost	200	44240	0.222
E07	Bimatoprost	200	45321	0.237
E07	Bimatoprost	200	46402	0.253
E07	Bimatoprost	200	47482	0.27
E07	Bimatoprost	200	48553	0.288
E07	Bimatoprost	200	49634	0.306
E07	Bimatoprost	200	50715	0.323
E07	Bimatoprost	200	51796	0.344
E07	Bimatoprost	200	52877	0.365
E07	Bimatoprost	200	53959	0.384
E07	Bimatoprost	200	55039	0.401
E07	Bimatoprost	200	56120	0.42
E07	Bimatoprost	200	57201	0.441
E07	Bimatoprost	200	58281	0.46
E07	Bimatoprost	200	59362	0.472
E07	Bimatoprost	200	60433	0.484
E07	Bimatoprost	200	61514	0.492
E07	Bimatoprost	200	62595	0.501
E07	Bimatoprost	200	63676	0.512
E07	Bimatoprost	200	64757	0.518
E07	Bimatoprost	200	65838	0.525
E07	Bimatoprost	200	66919	0.533
E07	Bimatoprost	200	68000	0.541
E07	Bimatoprost	200	69081	0.547
E07	Bimatoprost	200	70161	0.55
E07	Bimatoprost	200	71242	0.553
E07	Bimatoprost	200	72313	0.559
E07	Bimatoprost	200	73394	0.56
E07	Bimatoprost	200	74475	0.561
E07	Bimatoprost	200	75556	0.563
E07	Bimatoprost	200	76637	0.561
E07	Bimatoprost	200	77718	0.564
E07	Bimatoprost	200	78799	0.563
E07	Bimatoprost	200	79880	0.565
E07	Bimatoprost	200	80961	0.568
E07	Bimatoprost	200	82041	0.571
E07	Bimatoprost	200	83122	0.57
E07	Bimatoprost	200	84193	0.571
E07	Bimatoprost	200	85274	0.575
E07	Bimatoprost	200	86355	0.578
E07	Bimatoprost	200	87436	0.58
E07	Bimatoprost	200	88517	0.581
E07	Bimatoprost	200	89598	0.583
E07	Bimatoprost	200	90679	0.587
E07	Bimatoprost	200	91760	0.59
E07	Bimatoprost	200	92840	0.59
E07	Bimatoprost	200	93921	0.59
E07	Bimatoprost	200	95002	0.594
E07	Bimatoprost	200	96073	0.595
E07	Bimatoprost	200	97154	0.597
E07	Bimatoprost	200	98235	0.6
E07	Bimatoprost	200	99316	0.601
E07	Bimatoprost	200	100397	0.604
E07	Bimatoprost	200	101478	0.604
E07	Bimatoprost	200	102559	0.605
E07	Bimatoprost	200	103640	0.607
E07	Bimatoprost	200	104720	0.606
E07	Bimatoprost	200	105801	0.61
E07	Bimatoprost	200	106882	0.609
E07	Bimatoprost	200	107953	0.61
E07	Bimatoprost	200	109034	0.611
E07	Bimatoprost	200	110115	0.611
E07	Bimatoprost	200	111196	0.614
E07	Bimatoprost	200	112277	0.616
E07	Bimatoprost	200	113358	0.616
E07	Bimatoprost	200	114439	0.617
E07	Bimatoprost	200	115519	0.618
E07	Bimatoprost	200	116600	0.619
E07	Bimatoprost	200	117681	0.62
E07	Bimatoprost	200	118762	0.619
E08	Biperiden·HCl	200	0	0.078
E08	Biperiden·HCl	200	1033	0.078
E08	Biperiden·HCl	200	2114	0.079
E08	Biperiden·HCl	200	3195	0.08
E08	Biperiden·HCl	200	4276	0.08
E08	Biperiden·HCl	200	5357	0.081
E08	Biperiden·HCl	200	6438	0.081
E08	Biperiden·HCl	200	7519	0.082
E08	Biperiden·HCl	200	8600	0.082
E08	Biperiden·HCl	200	9681	0.083
E08	Biperiden·HCl	200	10762	0.084
E08	Biperiden·HCl	200	11843	0.085
E08	Biperiden·HCl	200	12913	0.086
E08	Biperiden·HCl	200	13994	0.087
E08	Biperiden·HCl	200	15075	0.089
E08	Biperiden·HCl	200	16156	0.09
E08	Biperiden·HCl	200	17237	0.091
E08	Biperiden·HCl	200	18318	0.093
E08	Biperiden·HCl	200	19399	0.094
E08	Biperiden·HCl	200	20480	0.096
E08	Biperiden·HCl	200	21561	0.099
E08	Biperiden·HCl	200	22642	0.101
E08	Biperiden·HCl	200	23722	0.103
E08	Biperiden·HCl	200	24793	0.105
E08	Biperiden·HCl	200	25874	0.106
E08	Biperiden·HCl	200	26955	0.109
E08	Biperiden·HCl	200	28036	0.111
E08	Biperiden·HCl	200	29117	0.113
E08	Biperiden·HCl	200	30198	0.116
E08	Biperiden·HCl	200	31279	0.119
E08	Biperiden·HCl	200	32360	0.122
E08	Biperiden·HCl	200	33441	0.126
E08	Biperiden·HCl	200	34522	0.129
E08	Biperiden·HCl	200	35603	0.134
E08	Biperiden·HCl	200	36673	0.138
E08	Biperiden·HCl	200	37754	0.143
E08	Biperiden·HCl	200	38835	0.149
E08	Biperiden·HCl	200	39916	0.155
E08	Biperiden·HCl	200	40997	0.162
E08	Biperiden·HCl	200	42078	0.171
E08	Biperiden·HCl	200	43159	0.181
E08	Biperiden·HCl	200	44240	0.19
E08	Biperiden·HCl	200	45321	0.202
E08	Biperiden·HCl	200	46402	0.216
E08	Biperiden·HCl	200	47482	0.231
E08	Biperiden·HCl	200	48553	0.246
E08	Biperiden·HCl	200	49634	0.26
E08	Biperiden·HCl	200	50715	0.277
E08	Biperiden·HCl	200	51796	0.293
E08	Biperiden·HCl	200	52877	0.314
E08	Biperiden·HCl	200	53959	0.33
E08	Biperiden·HCl	200	55039	0.349
E08	Biperiden·HCl	200	56120	0.363
E08	Biperiden·HCl	200	57201	0.382
E08	Biperiden·HCl	200	58281	0.402
E08	Biperiden·HCl	200	59362	0.419
E08	Biperiden·HCl	200	60433	0.434
E08	Biperiden·HCl	200	61514	0.445
E08	Biperiden·HCl	200	62595	0.456
E08	Biperiden·HCl	200	63676	0.464
E08	Biperiden·HCl	200	64757	0.471
E08	Biperiden·HCl	200	65838	0.481
E08	Biperiden·HCl	200	66919	0.488
E08	Biperiden·HCl	200	68000	0.495
E08	Biperiden·HCl	200	69081	0.5
E08	Biperiden·HCl	200	70161	0.505
E08	Biperiden·HCl	200	71242	0.509
E08	Biperiden·HCl	200	72313	0.513
E08	Biperiden·HCl	200	73394	0.515
E08	Biperiden·HCl	200	74475	0.518
E08	Biperiden·HCl	200	75556	0.52
E08	Biperiden·HCl	200	76637	0.519
E08	Biperiden·HCl	200	77718	0.522
E08	Biperiden·HCl	200	78799	0.522
E08	Biperiden·HCl	200	79880	0.52
E08	Biperiden·HCl	200	80961	0.524
E08	Biperiden·HCl	200	82041	0.528
E08	Biperiden·HCl	200	83122	0.529
E08	Biperiden·HCl	200	84193	0.53
E08	Biperiden·HCl	200	85274	0.532
E08	Biperiden·HCl	200	86355	0.537
E08	Biperiden·HCl	200	87436	0.539
E08	Biperiden·HCl	200	88517	0.54
E08	Biperiden·HCl	200	89598	0.544
E08	Biperiden·HCl	200	90679	0.544
E08	Biperiden·HCl	200	91760	0.549
E08	Biperiden·HCl	200	92840	0.549
E08	Biperiden·HCl	200	93921	0.55
E08	Biperiden·HCl	200	95002	0.553
E08	Biperiden·HCl	200	96073	0.555
E08	Biperiden·HCl	200	97154	0.56
E08	Biperiden·HCl	200	98235	0.561
E08	Biperiden·HCl	200	99316	0.564
E08	Biperiden·HCl	200	100397	0.567
E08	Biperiden·HCl	200	101478	0.567
E08	Biperiden·HCl	200	102559	0.568
E08	Biperiden·HCl	200	103640	0.572
E08	Biperiden·HCl	200	104720	0.572
E08	Biperiden·HCl	200	105801	0.574
E08	Biperiden·HCl	200	106882	0.577
E08	Biperiden·HCl	200	107953	0.579
E08	Biperiden·HCl	200	109034	0.582
E08	Biperiden·HCl	200	110115	0.58
E08	Biperiden·HCl	200	111196	0.584
E08	Biperiden·HCl	200	112277	0.586
E08	Biperiden·HCl	200	113358	0.588
E08	Biperiden·HCl	200	114439	0.59
E08	Biperiden·HCl	200	115519	0.59
E08	Biperiden·HCl	200	116600	0.592
E08	Biperiden·HCl	200	117681	0.593
E08	Biperiden·HCl	200	118762	0.596
E09	Bisoprolol Fumarate	200	0	0.078
E09	Bisoprolol Fumarate	200	1033	0.079
E09	Bisoprolol Fumarate	200	2114	0.079
E09	Bisoprolol Fumarate	200	3195	0.08
E09	Bisoprolol Fumarate	200	4276	0.08
E09	Bisoprolol Fumarate	200	5357	0.081
E09	Bisoprolol Fumarate	200	6438	0.081
E09	Bisoprolol Fumarate	200	7519	0.082
E09	Bisoprolol Fumarate	200	8600	0.083
E09	Bisoprolol Fumarate	200	9681	0.083
E09	Bisoprolol Fumarate	200	10762	0.084
E09	Bisoprolol Fumarate	200	11843	0.084
E09	Bisoprolol Fumarate	200	12913	0.086
E09	Bisoprolol Fumarate	200	13994	0.087
E09	Bisoprolol Fumarate	200	15075	0.088
E09	Bisoprolol Fumarate	200	16156	0.089
E09	Bisoprolol Fumarate	200	17237	0.091
E09	Bisoprolol Fumarate	200	18318	0.092
E09	Bisoprolol Fumarate	200	19399	0.094
E09	Bisoprolol Fumarate	200	20480	0.096
E09	Bisoprolol Fumarate	200	21561	0.1
E09	Bisoprolol Fumarate	200	22642	0.101
E09	Bisoprolol Fumarate	200	23722	0.104
E09	Bisoprolol Fumarate	200	24793	0.105
E09	Bisoprolol Fumarate	200	25874	0.109
E09	Bisoprolol Fumarate	200	26955	0.11
E09	Bisoprolol Fumarate	200	28036	0.113
E09	Bisoprolol Fumarate	200	29117	0.116
E09	Bisoprolol Fumarate	200	30198	0.116
E09	Bisoprolol Fumarate	200	31279	0.117
E09	Bisoprolol Fumarate	200	32360	0.119
E09	Bisoprolol Fumarate	200	33441	0.122
E09	Bisoprolol Fumarate	200	34522	0.126
E09	Bisoprolol Fumarate	200	35603	0.129
E09	Bisoprolol Fumarate	200	36673	0.135
E09	Bisoprolol Fumarate	200	37754	0.14
E09	Bisoprolol Fumarate	200	38835	0.146
E09	Bisoprolol Fumarate	200	39916	0.153
E09	Bisoprolol Fumarate	200	40997	0.161
E09	Bisoprolol Fumarate	200	42078	0.169
E09	Bisoprolol Fumarate	200	43159	0.178
E09	Bisoprolol Fumarate	200	44240	0.187
E09	Bisoprolol Fumarate	200	45321	0.198
E09	Bisoprolol Fumarate	200	46402	0.212
E09	Bisoprolol Fumarate	200	47482	0.225
E09	Bisoprolol Fumarate	200	48553	0.243
E09	Bisoprolol Fumarate	200	49634	0.258
E09	Bisoprolol Fumarate	200	50715	0.273
E09	Bisoprolol Fumarate	200	51796	0.289
E09	Bisoprolol Fumarate	200	52877	0.308
E09	Bisoprolol Fumarate	200	53959	0.325
E09	Bisoprolol Fumarate	200	55039	0.346
E09	Bisoprolol Fumarate	200	56120	0.365
E09	Bisoprolol Fumarate	200	57201	0.382
E09	Bisoprolol Fumarate	200	58281	0.402
E09	Bisoprolol Fumarate	200	59362	0.422
E09	Bisoprolol Fumarate	200	60433	0.436
E09	Bisoprolol Fumarate	200	61514	0.45
E09	Bisoprolol Fumarate	200	62595	0.464
E09	Bisoprolol Fumarate	200	63676	0.473
E09	Bisoprolol Fumarate	200	64757	0.485
E09	Bisoprolol Fumarate	200	65838	0.493
E09	Bisoprolol Fumarate	200	66919	0.501
E09	Bisoprolol Fumarate	200	68000	0.508
E09	Bisoprolol Fumarate	200	69081	0.517
E09	Bisoprolol Fumarate	200	70161	0.523
E09	Bisoprolol Fumarate	200	71242	0.53
E09	Bisoprolol Fumarate	200	72313	0.534
E09	Bisoprolol Fumarate	200	73394	0.538
E09	Bisoprolol Fumarate	200	74475	0.54
E09	Bisoprolol Fumarate	200	75556	0.544
E09	Bisoprolol Fumarate	200	76637	0.543
E09	Bisoprolol Fumarate	200	77718	0.545
E09	Bisoprolol Fumarate	200	78799	0.547
E09	Bisoprolol Fumarate	200	79880	0.547
E09	Bisoprolol Fumarate	200	80961	0.549
E09	Bisoprolol Fumarate	200	82041	0.551
E09	Bisoprolol Fumarate	200	83122	0.552
E09	Bisoprolol Fumarate	200	84193	0.552
E09	Bisoprolol Fumarate	200	85274	0.555
E09	Bisoprolol Fumarate	200	86355	0.556
E09	Bisoprolol Fumarate	200	87436	0.558
E09	Bisoprolol Fumarate	200	88517	0.561
E09	Bisoprolol Fumarate	200	89598	0.565
E09	Bisoprolol Fumarate	200	90679	0.566
E09	Bisoprolol Fumarate	200	91760	0.569
E09	Bisoprolol Fumarate	200	92840	0.571
E09	Bisoprolol Fumarate	200	93921	0.572
E09	Bisoprolol Fumarate	200	95002	0.576
E09	Bisoprolol Fumarate	200	96073	0.577
E09	Bisoprolol Fumarate	200	97154	0.578
E09	Bisoprolol Fumarate	200	98235	0.582
E09	Bisoprolol Fumarate	200	99316	0.583
E09	Bisoprolol Fumarate	200	100397	0.584
E09	Bisoprolol Fumarate	200	101478	0.585
E09	Bisoprolol Fumarate	200	102559	0.587
E09	Bisoprolol Fumarate	200	103640	0.588
E09	Bisoprolol Fumarate	200	104720	0.588
E09	Bisoprolol Fumarate	200	105801	0.591
E09	Bisoprolol Fumarate	200	106882	0.593
E09	Bisoprolol Fumarate	200	107953	0.594
E09	Bisoprolol Fumarate	200	109034	0.595
E09	Bisoprolol Fumarate	200	110115	0.597
E09	Bisoprolol Fumarate	200	111196	0.598
E09	Bisoprolol Fumarate	200	112277	0.599
E09	Bisoprolol Fumarate	200	113358	0.6
E09	Bisoprolol Fumarate	200	114439	0.603
E09	Bisoprolol Fumarate	200	115519	0.604
E09	Bisoprolol Fumarate	200	116600	0.605
E09	Bisoprolol Fumarate	200	117681	0.607
E09	Bisoprolol Fumarate	200	118762	0.608
E10	Brimonidine	200	0	0.079
E10	Brimonidine	200	1033	0.08
E10	Brimonidine	200	2114	0.08
E10	Brimonidine	200	3195	0.081
E10	Brimonidine	200	4276	0.082
E10	Brimonidine	200	5357	0.082
E10	Brimonidine	200	6438	0.083
E10	Brimonidine	200	7519	0.083
E10	Brimonidine	200	8600	0.083
E10	Brimonidine	200	9681	0.084
E10	Brimonidine	200	10762	0.084
E10	Brimonidine	200	11843	0.085
E10	Brimonidine	200	12913	0.086
E10	Brimonidine	200	13994	0.088
E10	Brimonidine	200	15075	0.089
E10	Brimonidine	200	16156	0.09
E10	Brimonidine	200	17237	0.091
E10	Brimonidine	200	18318	0.093
E10	Brimonidine	200	19399	0.095
E10	Brimonidine	200	20480	0.097
E10	Brimonidine	200	21561	0.099
E10	Brimonidine	200	22642	0.1
E10	Brimonidine	200	23722	0.103
E10	Brimonidine	200	24793	0.104
E10	Brimonidine	200	25874	0.106
E10	Brimonidine	200	26955	0.107
E10	Brimonidine	200	28036	0.109
E10	Brimonidine	200	29117	0.111
E10	Brimonidine	200	30198	0.114
E10	Brimonidine	200	31279	0.116
E10	Brimonidine	200	32360	0.116
E10	Brimonidine	200	33441	0.119
E10	Brimonidine	200	34522	0.123
E10	Brimonidine	200	35603	0.126
E10	Brimonidine	200	36673	0.132
E10	Brimonidine	200	37754	0.135
E10	Brimonidine	200	38835	0.142
E10	Brimonidine	200	39916	0.147
E10	Brimonidine	200	40997	0.156
E10	Brimonidine	200	42078	0.162
E10	Brimonidine	200	43159	0.171
E10	Brimonidine	200	44240	0.181
E10	Brimonidine	200	45321	0.191
E10	Brimonidine	200	46402	0.204
E10	Brimonidine	200	47482	0.22
E10	Brimonidine	200	48553	0.235
E10	Brimonidine	200	49634	0.249
E10	Brimonidine	200	50715	0.264
E10	Brimonidine	200	51796	0.281
E10	Brimonidine	200	52877	0.299
E10	Brimonidine	200	53959	0.316
E10	Brimonidine	200	55039	0.333
E10	Brimonidine	200	56120	0.351
E10	Brimonidine	200	57201	0.369
E10	Brimonidine	200	58281	0.388
E10	Brimonidine	200	59362	0.402
E10	Brimonidine	200	60433	0.42
E10	Brimonidine	200	61514	0.432
E10	Brimonidine	200	62595	0.443
E10	Brimonidine	200	63676	0.453
E10	Brimonidine	200	64757	0.463
E10	Brimonidine	200	65838	0.469
E10	Brimonidine	200	66919	0.476
E10	Brimonidine	200	68000	0.484
E10	Brimonidine	200	69081	0.491
E10	Brimonidine	200	70161	0.499
E10	Brimonidine	200	71242	0.5
E10	Brimonidine	200	72313	0.505
E10	Brimonidine	200	73394	0.506
E10	Brimonidine	200	74475	0.509
E10	Brimonidine	200	75556	0.51
E10	Brimonidine	200	76637	0.512
E10	Brimonidine	200	77718	0.512
E10	Brimonidine	200	78799	0.512
E10	Brimonidine	200	79880	0.515
E10	Brimonidine	200	80961	0.516
E10	Brimonidine	200	82041	0.518
E10	Brimonidine	200	83122	0.52
E10	Brimonidine	200	84193	0.523
E10	Brimonidine	200	85274	0.524
E10	Brimonidine	200	86355	0.526
E10	Brimonidine	200	87436	0.528
E10	Brimonidine	200	88517	0.53
E10	Brimonidine	200	89598	0.533
E10	Brimonidine	200	90679	0.538
E10	Brimonidine	200	91760	0.538
E10	Brimonidine	200	92840	0.542
E10	Brimonidine	200	93921	0.542
E10	Brimonidine	200	95002	0.545
E10	Brimonidine	200	96073	0.548
E10	Brimonidine	200	97154	0.551
E10	Brimonidine	200	98235	0.553
E10	Brimonidine	200	99316	0.556
E10	Brimonidine	200	100397	0.559
E10	Brimonidine	200	101478	0.561
E10	Brimonidine	200	102559	0.562
E10	Brimonidine	200	103640	0.565
E10	Brimonidine	200	104720	0.567
E10	Brimonidine	200	105801	0.569
E10	Brimonidine	200	106882	0.571
E10	Brimonidine	200	107953	0.571
E10	Brimonidine	200	109034	0.572
E10	Brimonidine	200	110115	0.575
E10	Brimonidine	200	111196	0.578
E10	Brimonidine	200	112277	0.578
E10	Brimonidine	200	113358	0.58
E10	Brimonidine	200	114439	0.583
E10	Brimonidine	200	115519	0.583
E10	Brimonidine	200	116600	0.588
E10	Brimonidine	200	117681	0.586
E10	Brimonidine	200	118762	0.589
E11	Bromfenac	200	0	0.082
E11	Bromfenac	200	1033	0.083
E11	Bromfenac	200	2114	0.084
E11	Bromfenac	200	3195	0.082
E11	Bromfenac	200	4276	0.084
E11	Bromfenac	200	5357	0.085
E11	Bromfenac	200	6438	0.087
E11	Bromfenac	200	7519	0.087
E11	Bromfenac	200	8600	0.087
E11	Bromfenac	200	9681	0.089
E11	Bromfenac	200	10762	0.09
E11	Bromfenac	200	11843	0.096
E11	Bromfenac	200	12913	0.109
E11	Bromfenac	200	13994	0.104
E11	Bromfenac	200	15075	0.123
E11	Bromfenac	200	16156	0.1
E11	Bromfenac	200	17237	0.118
E11	Bromfenac	200	18318	0.114
E11	Bromfenac	200	19399	0.12
E11	Bromfenac	200	20480	0.119
E11	Bromfenac	200	21561	0.137
E11	Bromfenac	200	22642	0.126
E11	Bromfenac	200	23722	0.118
E11	Bromfenac	200	24793	0.12
E11	Bromfenac	200	25874	0.12
E11	Bromfenac	200	26955	0.122
E11	Bromfenac	200	28036	0.125
E11	Bromfenac	200	29117	0.129
E11	Bromfenac	200	30198	0.134
E11	Bromfenac	200	31279	0.137
E11	Bromfenac	200	32360	0.137
E11	Bromfenac	200	33441	0.142
E11	Bromfenac	200	34522	0.15
E11	Bromfenac	200	35603	0.149
E11	Bromfenac	200	36673	0.154
E11	Bromfenac	200	37754	0.157
E11	Bromfenac	200	38835	0.168
E11	Bromfenac	200	39916	0.171
E11	Bromfenac	200	40997	0.178
E11	Bromfenac	200	42078	0.186
E11	Bromfenac	200	43159	0.195
E11	Bromfenac	200	44240	0.205
E11	Bromfenac	200	45321	0.215
E11	Bromfenac	200	46402	0.226
E11	Bromfenac	200	47482	0.24
E11	Bromfenac	200	48553	0.251
E11	Bromfenac	200	49634	0.264
E11	Bromfenac	200	50715	0.28
E11	Bromfenac	200	51796	0.296
E11	Bromfenac	200	52877	0.311
E11	Bromfenac	200	53959	0.33
E11	Bromfenac	200	55039	0.346
E11	Bromfenac	200	56120	0.367
E11	Bromfenac	200	57201	0.384
E11	Bromfenac	200	58281	0.403
E11	Bromfenac	200	59362	0.422
E11	Bromfenac	200	60433	0.442
E11	Bromfenac	200	61514	0.46
E11	Bromfenac	200	62595	0.48
E11	Bromfenac	200	63676	0.495
E11	Bromfenac	200	64757	0.506
E11	Bromfenac	200	65838	0.514
E11	Bromfenac	200	66919	0.521
E11	Bromfenac	200	68000	0.529
E11	Bromfenac	200	69081	0.535
E11	Bromfenac	200	70161	0.536
E11	Bromfenac	200	71242	0.539
E11	Bromfenac	200	72313	0.541
E11	Bromfenac	200	73394	0.54
E11	Bromfenac	200	74475	0.543
E11	Bromfenac	200	75556	0.543
E11	Bromfenac	200	76637	0.543
E11	Bromfenac	200	77718	0.546
E11	Bromfenac	200	78799	0.547
E11	Bromfenac	200	79880	0.548
E11	Bromfenac	200	80961	0.552
E11	Bromfenac	200	82041	0.553
E11	Bromfenac	200	83122	0.556
E11	Bromfenac	200	84193	0.556
E11	Bromfenac	200	85274	0.556
E11	Bromfenac	200	86355	0.56
E11	Bromfenac	200	87436	0.562
E11	Bromfenac	200	88517	0.564
E11	Bromfenac	200	89598	0.565
E11	Bromfenac	200	90679	0.567
E11	Bromfenac	200	91760	0.57
E11	Bromfenac	200	92840	0.57
E11	Bromfenac	200	93921	0.572
E11	Bromfenac	200	95002	0.574
E11	Bromfenac	200	96073	0.573
E11	Bromfenac	200	97154	0.574
E11	Bromfenac	200	98235	0.576
E11	Bromfenac	200	99316	0.578
E11	Bromfenac	200	100397	0.579
E11	Bromfenac	200	101478	0.579
E11	Bromfenac	200	102559	0.579
E11	Bromfenac	200	103640	0.581
E11	Bromfenac	200	104720	0.581
E11	Bromfenac	200	105801	0.583
E11	Bromfenac	200	106882	0.582
E11	Bromfenac	200	107953	0.583
E11	Bromfenac	200	109034	0.584
E11	Bromfenac	200	110115	0.582
E11	Bromfenac	200	111196	0.584
E11	Bromfenac	200	112277	0.585
E11	Bromfenac	200	113358	0.587
E11	Bromfenac	200	114439	0.587
E11	Bromfenac	200	115519	0.586
E11	Bromfenac	200	116600	0.588
E11	Bromfenac	200	117681	0.589
E11	Bromfenac	200	118762	0.587
E12	NA	NA	0	0.076
E12	NA	NA	1033	0.077
E12	NA	NA	2114	0.077
E12	NA	NA	3195	0.079
E12	NA	NA	4276	0.079
E12	NA	NA	5357	0.08
E12	NA	NA	6438	0.08
E12	NA	NA	7519	0.081
E12	NA	NA	8600	0.082
E12	NA	NA	9681	0.083
E12	NA	NA	10762	0.084
E12	NA	NA	11843	0.085
E12	NA	NA	12913	0.087
E12	NA	NA	13994	0.088
E12	NA	NA	15075	0.089
E12	NA	NA	16156	0.09
E12	NA	NA	17237	0.091
E12	NA	NA	18318	0.091
E12	NA	NA	19399	0.093
E12	NA	NA	20480	0.094
E12	NA	NA	21561	0.094
E12	NA	NA	22642	0.094
E12	NA	NA	23722	0.096
E12	NA	NA	24793	0.095
E12	NA	NA	25874	0.095
E12	NA	NA	26955	0.098
E12	NA	NA	28036	0.098
E12	NA	NA	29117	0.1
E12	NA	NA	30198	0.101
E12	NA	NA	31279	0.104
E12	NA	NA	32360	0.106
E12	NA	NA	33441	0.109
E12	NA	NA	34522	0.113
E12	NA	NA	35603	0.119
E12	NA	NA	36673	0.126
E12	NA	NA	37754	0.133
E12	NA	NA	38835	0.144
E12	NA	NA	39916	0.15
E12	NA	NA	40997	0.161
E12	NA	NA	42078	0.172
E12	NA	NA	43159	0.185
E12	NA	NA	44240	0.199
E12	NA	NA	45321	0.212
E12	NA	NA	46402	0.226
E12	NA	NA	47482	0.242
E12	NA	NA	48553	0.258
E12	NA	NA	49634	0.274
E12	NA	NA	50715	0.291
E12	NA	NA	51796	0.306
E12	NA	NA	52877	0.324
E12	NA	NA	53959	0.341
E12	NA	NA	55039	0.356
E12	NA	NA	56120	0.368
E12	NA	NA	57201	0.378
E12	NA	NA	58281	0.386
E12	NA	NA	59362	0.394
E12	NA	NA	60433	0.4
E12	NA	NA	61514	0.405
E12	NA	NA	62595	0.408
E12	NA	NA	63676	0.416
E12	NA	NA	64757	0.417
E12	NA	NA	65838	0.421
E12	NA	NA	66919	0.424
E12	NA	NA	68000	0.426
E12	NA	NA	69081	0.427
E12	NA	NA	70161	0.425
E12	NA	NA	71242	0.425
E12	NA	NA	72313	0.423
E12	NA	NA	73394	0.423
E12	NA	NA	74475	0.421
E12	NA	NA	75556	0.42
E12	NA	NA	76637	0.419
E12	NA	NA	77718	0.418
E12	NA	NA	78799	0.415
E12	NA	NA	79880	0.414
E12	NA	NA	80961	0.414
E12	NA	NA	82041	0.414
E12	NA	NA	83122	0.413
E12	NA	NA	84193	0.41
E12	NA	NA	85274	0.408
E12	NA	NA	86355	0.409
E12	NA	NA	87436	0.408
E12	NA	NA	88517	0.408
E12	NA	NA	89598	0.408
E12	NA	NA	90679	0.406
E12	NA	NA	91760	0.406
E12	NA	NA	92840	0.406
E12	NA	NA	93921	0.404
E12	NA	NA	95002	0.405
E12	NA	NA	96073	0.405
E12	NA	NA	97154	0.405
E12	NA	NA	98235	0.404
E12	NA	NA	99316	0.405
E12	NA	NA	100397	0.404
E12	NA	NA	101478	0.403
E12	NA	NA	102559	0.402
E12	NA	NA	103640	0.401
E12	NA	NA	104720	0.397
E12	NA	NA	105801	0.402
E12	NA	NA	106882	0.401
E12	NA	NA	107953	0.4
E12	NA	NA	109034	0.399
E12	NA	NA	110115	0.398
E12	NA	NA	111196	0.398
E12	NA	NA	112277	0.398
E12	NA	NA	113358	0.398
E12	NA	NA	114439	0.397
E12	NA	NA	115519	0.397
E12	NA	NA	116600	0.397
E12	NA	NA	117681	0.396
E12	NA	NA	118762	0.396
F01	NA	NA	0	0.08
F01	NA	NA	1033	0.081
F01	NA	NA	2114	0.083
F01	NA	NA	3195	0.083
F01	NA	NA	4276	0.084
F01	NA	NA	5357	0.085
F01	NA	NA	6438	0.086
F01	NA	NA	7519	0.087
F01	NA	NA	8600	0.088
F01	NA	NA	9681	0.09
F01	NA	NA	10762	0.092
F01	NA	NA	11843	0.094
F01	NA	NA	12913	0.096
F01	NA	NA	13994	0.099
F01	NA	NA	15075	0.101
F01	NA	NA	16156	0.104
F01	NA	NA	17237	0.106
F01	NA	NA	18318	0.107
F01	NA	NA	19399	0.11
F01	NA	NA	20480	0.113
F01	NA	NA	21561	0.117
F01	NA	NA	22642	0.121
F01	NA	NA	23722	0.118
F01	NA	NA	24793	0.122
F01	NA	NA	25874	0.122
F01	NA	NA	26955	0.124
F01	NA	NA	28036	0.127
F01	NA	NA	29117	0.131
F01	NA	NA	30198	0.136
F01	NA	NA	31279	0.143
F01	NA	NA	32360	0.15
F01	NA	NA	33441	0.154
F01	NA	NA	34522	0.161
F01	NA	NA	35603	0.172
F01	NA	NA	36673	0.184
F01	NA	NA	37754	0.194
F01	NA	NA	38835	0.207
F01	NA	NA	39916	0.22
F01	NA	NA	40997	0.235
F01	NA	NA	42078	0.254
F01	NA	NA	43159	0.273
F01	NA	NA	44240	0.294
F01	NA	NA	45321	0.315
F01	NA	NA	46402	0.338
F01	NA	NA	47482	0.361
F01	NA	NA	48553	0.383
F01	NA	NA	49634	0.406
